publish_date,headline_text
2017-10-19 16:04:57,British Pound Plummets for Second Consecutive Day on Weak Retail Sales
2017-10-19 14:09:22,EUR/USD Rallies as Spanish Government Tightens Grip on Catalonia d2
2017-10-19 13:20:13,"AUD Gains on USD, Falls vs. Other Major Despite Supportive Data"
2017-10-18 16:54:40,Australian Dollar Mixed After Confusing Economic Data 9
2017-10-18 16:20:23,Euro Recovers Against US Dollar on Weak Housing Data
2017-10-18 15:48:28,Canadian Dollar Rallies on Back of Supportive Fundamentals
2017-10-18 14:26:37,British Pound Declines Against Major Peers on Lackluster Labor Data
2017-10-17 18:15:42,"USD Stable, Gains vs. European Currencies amid Next Fed Chief Speculations"
2017-10-17 16:01:04,Canadian Dollar Falls as Uncertainty about Trade Relations Grows
2017-10-17 15:01:45,Euro Declines Against US Dollar on Positive US Import Data
2017-10-17 13:25:55,British Pound Weakens Against US Dollar Despite Hawkish BoE
2017-10-17 12:33:56,NZ Dollar Edges Up After Inflation Accelerates Beyond Eectations
2017-10-17 12:11:06,Aussie Mixed After RBA Minutes Show No Plans for Rate Hike
2017-10-16 20:12:49,Canadian Dollar Moves Lower Even as Crude Oil Rallies
2017-10-16 13:15:42,Euro Flat in Anticipation of Economic Data &amp; ECB 9
2017-10-16 12:48:55,Pound Stable as Markets Wait for Economic Data
2017-10-14 14:07:39,US Dollar Ends Week as Weakest Currency After FOMC &amp; CPI
2017-10-13 12:01:53,NZ Dollar Gains as Manufacturing Sector Continues to Grow
2017-10-13 11:16:53,Australian Dollar Gains as China’s Trade Balance Surplus Shrinks
2017-10-12 19:52:46,Pound Jumps on Rumors About Brexit Deal
2017-10-12 16:53:10,Euro Weak amid ECB Uncertainty
2017-10-12 16:23:26,Canadian Dollar Declines Against US Dollar on Positive US Data
2017-10-12 14:56:21,US Dollar Rises as Fresh Data Boosts Inflation Outlook
2017-10-12 13:33:08,GBP/USD Posts Massive Losses on Brexit Headlines
2017-10-12 11:20:30,Japanese Yen Gets Boost from Economic Data
2017-10-12 11:02:33,Australian Dollar Extends Rally Caused by FOMC Minutes 2
2017-10-11 20:52:35,USD/CAD Dips After FOMC Minutes Show Dovish Stance
2017-10-11 17:22:39,Pound Stable amid Argument About Chances of BoE Rate Hike 0
2017-10-11 15:01:27,US Dollar Retreats as Job Openings Decrease in August
2017-10-11 12:04:40,Australian Dollar Reverses Gains Caused by Improving Consumer Sentiment
2017-10-11 11:53:52,Euro Stable as Catalonia’s Struggle for Independence Continues
2017-10-10 22:10:29,"Dollar Goes Lower, Waits for Economic Data C"
2017-10-10 19:40:53,"Japanese Yen Gains vs. US Dollar, Falls vs. Other Majors"
2017-10-10 16:26:01,Canadian Dollar Rallies Against US Dollar on Positive Housing Data d
2017-10-10 14:28:12,EUR/USD Retreats from Weekly Highs on Catalan Uncertainties
2017-10-10 09:51:12,Pound Rallies Despite Conflicting Economic Reports 9
2017-10-10 09:40:32,Australian Dollar Rises Following Business Confidence
2017-10-09 19:09:50,Mexican Peso Declines as Inflation Data Disappoints Investors
2017-10-09 18:35:40,EUR/USD Trades Sideways in a Slow Start to the Week
2017-10-09 15:16:02,Australian Dollar Trades Lower After China’s Services PMI Disappoints
2017-10-09 14:59:55,Turkish Lira Slumps amid Tensions Between USA &amp; Turkey c
2017-10-07 17:10:07,US Dollar Ends Week as Strongest Currency Despite Falling Employment D
2017-10-06 14:52:54,USD/CAD Rallies Briefly on Mixed Employment Data from Canada
2017-10-06 14:30:10,US Dollar Climbs Against Euro as Catalonian Crisis Escalates
2017-10-05 21:14:41,US Dollar Gains as Data Supports Outlook for Fed’s Hike
2017-10-05 14:37:37,Euro Sinks to New Lows Against US Dollar After ECB Minutes
2017-10-05 12:34:55,Swiss Franc Soft Despite Accelerating Inflation
2017-10-05 11:38:06,Australian Dollar Falls Against US Peer on Weak Retail Data
2017-10-05 10:29:14,Great Britain Pound Goes Lower After Prime Minister’s Disastrous Speech
2017-10-04 15:19:25,Euro Declines Against US Dollar on Positive US Data
2017-10-04 10:52:41,British Pound Rallies Against US Dollar on Strong PMI Data U
2017-10-03 19:29:01,Canadian Dollar Flat as Traders Wait for Economic Data
2017-10-03 16:02:36,EUR/USD Gains Ahead of Data-Heavy Week
2017-10-03 12:31:16,Pound Drops After Britain’s Construction Contracts Uneectedly
2017-10-03 11:59:01,Australian Dollar Slips after RBA &amp; Building Approvals
2017-10-02 19:47:41,"Australian Dollar Holds Ground After China’s Data, Ahead of RBA Meeting"
2017-10-02 16:57:08,US Dollar Rises as Manufacturing Data Exceeds Eectations
2017-10-02 16:04:59,British Pound Declines Against US Dollar on Weak PMI Data
2017-10-02 10:45:33,"Tankan Survey Mixed, Japanese Yen Falls vs. Dollar 0"
2017-10-02 09:52:31,Euro Stables After Catalan Independence Referendum
2017-09-30 17:24:17,Dollar Ends Week &amp; Month on Strong Footing
2017-09-29 17:00:00,US Dollar Higher Against Most Rivals
2017-09-29 16:15:26,British Pound Erases Earlier Losses After Hawkish BoE Remarks
2017-09-29 15:31:24,Canadian Dollar Declines Against US Dollar on Weak GDP Data
2017-09-29 13:48:32,Euro Rallies Against US Dollar on Weak PCE Data
2017-09-29 10:40:48,Swiss Franc Gets Boost from Positive Outlook for Economy dDd
2017-09-29 10:29:52,Japanese Yen Shows No Trend After Slew of Economic Reports 2
2017-09-28 18:59:33,Canadian Dollar Recovers After Wednesday’s Steep Decline
2017-09-28 16:29:30,Australian Dollar Extends Decline Ahead of Next Week’s RBA Meeting
2017-09-28 15:40:09,British Pound Mixed Against Main Counterparts Following Mark Carney Comments 0
2017-09-28 14:38:55,EUR/USD Rallies to New Highs Ignoring Strong US GDP Data
2017-09-28 09:57:03,Japanese Yen Stable After Announcement of Snap Election
2017-09-28 09:40:44,NZ Dollar Fails to Hold Gains After RBNZ Policy Meeting
2017-09-27 17:20:55,Canadian Dollar Drops Against US Peer on Poloz Dovish Comments
2017-09-27 16:43:07,Euro Declines Against US Dollar on Positive US Data
2017-09-26 16:02:25,Canadian Dollar Declines Against US Dollar on Weak Oil Prices
2017-09-26 12:48:11,"NZ Dollar Under Pressure from Election Outcome, Poor Data"
2017-09-26 12:34:49,Euro Falls for Second Day After German Election
2017-09-22 21:14:54,Euro Fails to Profit from Positive PMI Readings c
2017-09-22 16:03:02,US Dollar Weakens on Lingering Geopolitical Risks and Lackluster Data
2017-09-22 14:31:18,Canadian Dollar Weakens Against US Dollar on CPI and Retail Sales Data
2017-09-22 10:26:46,Japanese Yen Rallies After Trumps Orders New Sanctions Against North Korea 0
2017-09-22 10:09:11,Australian Dollar Steady Following China’s Rating Downgrade by S&amp
2017-09-21 15:32:57,Euro Rallies Briefly Against US Dollar on Mario Draghi Speech
2017-09-21 12:46:13,GBP/USD trades sideways after post-FOMC slide
2017-09-20 12:24:14,EUR/USD trades sideways as markets await Fed rate decision
2017-09-20 11:25:19,NZ Dollar Rises to Highest in More Than a Month
2017-09-20 10:51:06,Pound Struggles to Keep Gains Caused by Retail Sales Data
2017-09-19 15:56:37,US Dollar Declines Despite Strong Housing Numbers
2017-09-19 13:05:06,Drop of Consumer Confidence Doesn’t Affect New Zealand Dollar
2017-09-19 12:09:29,Drop of Aussie After RBA Minutes Doesn’t Last Long
2017-09-19 11:46:31,EUR/USD consolidates gains after release of ZEW survey data
2017-09-18 15:21:47,US Dollar Rises Against Most Major Peers Ahead of Federal Reserve Meeting uc
2017-09-18 09:23:09,"Euro Firm During Monday’s Trading, CPI Helps Preserve Momentum"
2017-09-18 09:09:07,Pound Starts Week Mixed as Traders Wait for Carney
2017-09-16 18:53:33,Amazing Performance of Pound Caused by Interest Hike Speculations
2017-09-15 21:11:46,"Euro Mixed, Prospects for QE Tapering Stay in Place"
2017-09-15 16:58:37,US Dollar Drops Against Major Peers as Retail Sales Fail to Meet Estimates c
2017-09-15 11:09:13,GBP/USD Rallies to New Highs on BoE’s Vlieghe Hawkish Comments
2017-09-15 09:04:44,NZ Dollar Gains as Manufacturing Continues to Eand
2017-09-15 08:47:13,Swiss Franc Sees No Support from North Korean Missile Launch
2017-09-14 15:52:13,USD/CAD Spikes to New Highs on US CPI Data Then Quickly Erases Gains
2017-09-14 15:22:36,British Pound Jumps as Policymakers Signal Interest Rate Hike
2017-09-14 14:43:24,US Dollar Gains Against Euro on Positive US CPI Data
2017-09-14 08:35:33,"New Zealand Dollar Stable, Ignores China’s Lackluster Data"
2017-09-14 08:16:04,Australian Employment Growth Beats Forecast by More Than Twice
2017-09-13 21:34:37,Mixed Employment Data Leaves Sterling Without Direction
2017-09-13 16:03:16,Euro Weakens Against US Dollar After Release of US Data and Tax Plan
2017-09-12 22:03:35,Canadian Dollar Drops Despite Favorable Trading Environment
2017-09-12 19:45:22,Euro Gains on Rivals as Traders Anticipate QE Tapering from ECB
2017-09-12 16:30:50,US Dollar Rises against Major Peers as Businesses Look for More Employees
2017-09-12 15:32:54,British Pound Rallies Against US Dollar on Positive UK Inflation Data
2017-09-12 14:41:15,Aussie Holds Ground Even as Business Confidence Deteriorates c
2017-09-12 14:19:13,"UN Votes for Watered-Down Sanctions on North Korea, Yen Drops"
2017-09-08 15:36:07,USD/CAD rallies higher despite positive Canadian employment data
2017-09-08 14:17:54,GBP/USD rallies to new monthly highs on positive UK production data
2017-09-08 14:02:37,"Aussie Gains on Greenback, Falls vs. Other Rivals"
2017-09-08 13:37:34,Yen Gains Despite Disappointing Growth of Japan’s Economy
2017-09-07 19:46:40,"Aussie Gains on Greenback, Dragged Down vs. Other Rivals by Economic Data"
2017-09-07 19:14:32,"Pound Gains on Vulnerable Dollar, Falls Against Other Rivals"
2017-09-07 17:26:14,Canadian Dollar Consolidates Gains Made Against US Dollar Yesterday
2017-09-07 14:50:35,US Dollar Loses Ground Against Euro Following ECB Decision
2017-09-06 12:38:33,"Japanese Cash Earnings Drop Uneectedly, Yen Fails to Hold Ground"
2017-09-06 12:00:37,Aussie Goes Down Even as Economic Growth Accelerates
2017-09-05 16:03:02,Swiss Franc Vulnerable Without Help from Risk Aversion
2017-09-05 15:54:36,British pound rallies against US dollar despite weak UK PMI data 9
2017-09-05 15:08:05,Australian Dollar Wins in Battle Against Adverse Fundamentals
2017-09-05 14:25:14,Rand Gains as South African Economy Exits Recession u
2017-09-05 13:29:01,EUR/USD trades sideways on North Korean and Eurozone news
2017-09-04 17:17:27,"Canadian Dollar Starts Trading Volatile, Stabilizes Later"
2017-09-04 15:05:49,Pound Remains Vulnerable to Adverse Fundamentals 9
2017-09-04 12:51:32,"Aussie Opens Sharply Lower amid Risk Aversion, Poor Data"
2017-09-04 12:36:39,Safe Assets Gain as North Korea in Spotlight Yet Again
2017-09-02 17:01:55,US Dollar Ends Week Mixed in Face of Adverse Fundamentals c
2017-09-01 18:13:19,"CAD Logs Massive Gains, Touches Highest Since vs. USD"
2017-09-01 16:41:16,US Shrugs Off Impact of Disappointing Nonfarm Payrolls
2017-09-01 14:43:21,"EUR/USD briefly rallies higher on disappointing NFP report, then tumbles"
2017-09-01 12:20:44,Pound Finds Relief in Strong Performance of Manufacturing Sector
2017-09-01 11:36:20,"Private Data Confirms Growth of China’s Manufacturing, Yuan Gains"
2017-08-31 18:55:52,"US Data Attempts to Rally, Fails to Keep Momentum"
2017-08-31 14:39:44,USD/CAD declines drastically on US and Canada data D
2017-08-31 13:49:08,EUR/USD Sinks to New Lows Despite Positive Eurozone Data
2017-08-31 13:14:56,NZ Dollar Fails to Hold Ground After Business Confidence Worsens
2017-08-31 12:55:12,"Chinese Yuan Slips, Heads for Best Month Since"
2017-08-30 17:06:43,US Dollar Climbs against Major Counterparts on Strong Economic Growth
2017-08-30 15:00:17,EUR/USD Posts Major Decline on Positive US GDP Data
2017-08-30 14:25:41,"NZD/USD Drops, Other NZD-Crosses Stable"
2017-08-30 13:48:40,"USD/CHF Rises Because of Economic Data, Improving Sentiment"
2017-08-29 11:51:46,"Pound Gains on Dollar, Remains Weak Against Other Majors"
2017-08-29 11:33:57,Traders Seek Safety After North Korea Fires Missile Over Japan
2017-08-28 21:49:22,Sterling Remains Vulnerable to Brexit Uncertainty
2017-08-28 18:30:32,EUR/USD hits new two-year highs on weak US dollar
2017-08-28 12:16:23,PBoC Sets Daily Fixing for Yuan Higher
2017-08-28 11:52:15,Japanese Yen Rises Versus Euro in Monday’s Quiet Trading
2017-08-26 15:33:37,US Dollar Ends Week Vulnerable amid Political Concerns
2017-08-25 19:03:18,US Dollar Plummets as Janet Yellen Rejects Trump Agenda for Financial Regulations
2017-08-25 15:45:19,Canadian Dollar Rallies Higher Against US Dollar on Janet Yellen Speech
2017-08-25 14:39:48,Euro Advances Against US Dollar as German Business Conditions Remain Strong
2017-08-24 18:50:29,US Dollar Trades Sideways Against Euro on Positive Jobless Claims Data U
2017-08-23 16:59:15,British Pound Weakens Against US Dollar on Brexit Uncertainties
2017-08-23 15:46:27,EUR/USD prints fresh highs on positive Eurozone PMI data
2017-08-23 11:37:55,New Zealand Dollar Lower on Economic Forecast
2017-08-23 11:21:22,"USD/JPY Lower After Trump’s Comments, Japan’s Manufacturing PMI"
2017-08-22 16:02:55,Canadian Dollar Touches Highest Level in Three Weeks on Strong Retail Sales
2017-08-22 13:47:45,GBP/USD Tests New Lows Despite Positive UK Public Finances Data
2017-08-22 12:38:05,Swiss Franc Demonstrates Uninspiring Perfomance
2017-08-22 12:09:32,EUR/USD Down After Economic Sentiment Disappoints
2017-08-21 17:09:42,US Dollar Edges Lower as Political Tensions Reduce Appetite for Risk 1
2017-08-21 14:08:42,Great Britain Pound Mixed as Brexit Continues to Weigh
2017-08-21 13:45:51,Yen Gains During Quiet Monday’s Trading
2017-08-18 17:18:41,Canadian Dollar Climbs Against British Pound on Improved Inflation in July
2017-08-18 16:43:34,US Dollar Weakens Against Euro Despite Positive Consumer Confidence
2017-08-17 17:57:46,US Dollar Gives up Early Gains as Political Woes Remain in Play
2017-08-17 15:09:34,Euro Declines Against US Dollar on Dovish ECB Minutes
2017-08-16 17:28:03,British Pound Declines Against US Dollar Despite Positive Jobs Data
2017-08-15 15:39:13,US Dollar Rallies Higher Against Peers on Positive Advance Retail Sales
2017-08-15 15:27:28,British Pound Declines as UK Inflation Data Misses Estimates
2017-08-15 09:11:25,EUR/USD hits new daily lows despite strong German GDP data
2017-08-11 16:34:59,US Dollar Weakens Against Euro as Inflation Data Misses Estimates D
2017-08-11 15:00:34,USD/CAD tests new lows after release of weak US CPI data U
2017-08-10 14:26:58,EUR/USD rallies briefly post negative US jobless claims and PPI data
2017-08-10 10:32:26,British pound rallies slightly against US dollar on mixed UK data
2017-08-09 15:52:50,US Dollar Erases Earlier Gains as Geopolitical Tensions Increase
2017-08-08 15:52:08,US Dollar Surges Against Euro on Record High Job Openings in June
2017-08-08 13:55:50,EUR/USD trades sideways on weak German trade balance data
2017-08-05 15:06:10,Bank of England Makes Pound End Week Extremely Soft 9c
2017-08-04 17:30:40,Pound Heads to Worst Two Days in Almost a Month 0
2017-08-04 16:35:09,US Dollar Surges on Impressive Job Gains and Shrinking Trade Deficit 9
2017-08-04 16:09:02,Canadian Dollar Declines Against US Dollar on Positive NFP
2017-08-04 10:37:47,"Euro Little Changed as Data Mixed, Traders Wait for NFP"
2017-08-04 10:00:26,Australian Dollar Gains Following Retail Sales &amp; RBA Statement
2017-08-03 20:20:53,USD/CAD Trims Gains as Traders Are Getting Ready for Friday’s Releases
2017-08-03 16:15:51,US Dollar Remains near Lowest Level in Years as Business Activity Lags Behind Forecast
2017-08-03 15:02:48,Euro Rallies Higher Against US Dollar on Weak US ISM Data
2017-08-03 14:04:17,British Pound Plunges Against US Dollar on BoE Rate Decision
2017-08-03 11:26:32,Czech Koruna Advance After First Interest Rate Hike in Almost a Decade
2017-08-03 11:05:08,Australian Dollar Falls Along with Trade Surplus
2017-08-02 15:44:46,US Dollar Falls Against Euro as ADP Employment Data Misses Estimates
2017-08-02 15:23:31,Euro Gains Against US Dollar on Positive EU PPI and Weak US ADP Reports
2017-08-02 13:01:52,"Sterling Rallies Ahead of BoE, Ignores Falling Construction Index"
2017-08-02 12:27:42,NZ Dollar Driven Down by Employment Data
2017-08-01 16:34:18,Euro Slips Against Major Peers as Lackluster Business Activity Outweighs Robust Economic Growth 1
2017-08-01 16:05:00,US Dollar Remains Weak Despite the Release of Mixed US Data
2017-08-01 11:49:11,Chinese Yuan Strengthens as Manufacturing Growth Accelerates 2D
2017-08-01 11:14:29,Australian Dollar Fails to Bounce After RBA Meeting
2017-07-31 15:38:58,Euro Gains as Unemployment Rate and Core Inflation Beat Estimates
2017-07-31 13:01:41,Czech Koruna Falls as Eerts Scale Back Rate Hike Eectations
2017-07-31 12:48:28,Polish Zloty Slips After Inflation Data
2017-07-29 15:44:04,Dollar’s Bearish Trend Persists amid Negative Fundamentals
2017-07-28 16:58:10,US Dollar Weakens Against Euro as GDP Data Disappoints
2017-07-28 16:07:36,Canadian Dollar Rallies Against US Dollar on Positive GDP Data
2017-07-28 13:29:01,Czech Koruna Gains on Monetary Policy Outlook
2017-07-28 13:26:53,Euro rallies against US dollar on positive German CPI data
2017-07-28 13:04:21,Russian Ruble Fells a Bit After Bank of Russia Policy Announcement
2017-07-27 16:13:00,Turkish Lira Stable After Central Banks Maintains Tight Policy
2017-07-27 15:34:23,US Dollar Rallies Against Peers on Positive Durable Goods Orders
2017-07-27 10:10:49,"Australian Dollar Struggles to Keep Gains, Data Weighs 0D"
2017-07-27 09:30:36,Brazilian Real Higher After Interest Rate Cut
2017-07-26 23:06:47,USD/CAD Drops to Two-Year Low After Fed Statement 8
2017-07-26 16:48:45,Swiss Franc Drops as Traders Seek Assets with Higher Yield 1
2017-07-26 16:44:06,US Dollar Edges Higher Ahead of Fed Decision Despite Lackluster Home Sales
2017-07-26 15:03:28,British Pound Rallies Against US Dollar on Positive GDP Data
2017-07-26 13:43:12,NZ Dollar Rallies with Help from Widening Trade Surplus
