publish_date,headline_text
2015-07-30 08:42:14,NZ Dollar Moves Down After Domestic Data &amp; Fed Statement
2015-07-30 08:28:45,Dollar Climbs After Fed Concludes Two-Day Policy Meeting d
2015-07-29 21:06:51,"CAD Gains vs. EUR &amp; AUD, Loses Gains vs. USD"
2015-07-29 21:04:35,"CAD Gains vs. EUR, Loses Gains vs. USD"
2015-07-29 19:43:13,Dollar Climbs After Fed Concludes Two-Day Policy Meeting d
2015-07-29 18:27:46,Australian Dollar Under Pressure as Traders Wait for Fed
2015-07-29 12:55:09,US Dollar Index Inches Higher Ahead of Today’s Fed Announcement
2015-07-29 09:50:13,NZ Dollar Flat During Quiet Trading 10
2015-07-29 09:35:02,Australian Dollar Under Pressure as Traders Wait for Fed
2015-07-27 17:42:44,"Great Britain Pound Vulnerable, Manages to Beat US Dollar"
2015-07-27 15:46:59,Two Important Events for Dollar Bulls to Watch During This Week
2015-07-25 11:18:53,"NZ Dollar Logs Gains, Resisting Adverse Fundamentals"
2015-07-24 20:02:23,Canadian Dollar Pares Losses After Drop
2015-07-24 19:20:14,Dollar Loses Gains vs. Majors After Release of US Economic Data d
2015-07-24 13:40:10,Australian Dollar Weakest Since vs. US Counterpart
2015-07-23 15:37:15,Rand Drops vs. Dollar Even as South African Central Bank Hike Rates 0
2015-07-23 15:16:26,"Dollar Loses to Euro, Stands Ground vs. Other Majors"
2015-07-23 08:59:22,NZ Dollar Leaps After RBNZ Cuts Interest Rate
2015-07-22 19:10:39,Canadian Dollar Resumes Decline with Crude Oil
2015-07-22 18:21:19,US Dollar Regains Footing After Existing Home Sales Report
2015-07-22 11:36:04,Australian Dollar Little Changed After CPI Meets Eectations
2015-07-21 19:09:39,CAD Rallies vs. USD as Crude Oil Halts Decline
2015-07-21 18:53:04,Dollar Pulls Back on Tuesday
2015-07-20 16:26:27,"US Dollar Mixed in Quiet Trading, Remains Strongest in Three Months"
2015-07-20 14:04:54,Another Week of Strength for US Dollar? d
2015-07-20 14:03:49,Next Week of Strength for US Dollar? d
2015-07-19 00:34:39,Canadian Dollar Ends Week as Third Weakest Currency
2015-07-17 18:10:17,Dollar Heads to Biggest Weekly Rally Since May vs. Euro
2015-07-16 23:38:53,Dollar Retains Strength After Mixed Data
2015-07-16 23:03:35,"Loonie Extends Move Down vs. USD, Performs Better vs. Other Rivals"
2015-07-16 10:54:48,NZ Dollar Hits Multi-Year Lows After CPI Misses Eectations 92
2015-07-15 14:38:37,Yellen’s Remarks Send US Dollar Higher
2015-07-15 11:12:02,"Australian Dollar Attempts to Gain, Rally Fades"
2015-07-14 22:02:56,Canadian Dollar Follows Crude Oil Prices D
2015-07-14 19:34:13,Near-Term Outlook for Canadian Dollar
2015-07-14 03:38:25,Near-Term Outlook for Canadian Dollar
2015-07-14 00:21:27,Australian Dollar Driven by News from China &amp; Europe C
2015-07-13 13:39:05,US Dollar Index Gains Ground as Traders Look Ahead to Data
2015-07-10 20:28:59,Canadian Dollar Supported by Employment Data
2015-07-10 09:48:32,"Australian Dollar Continues to Rally, Ignoring Negative Domestic Data D"
2015-07-09 23:37:32,Canadian Dollar Follows Commodities in Rally
2015-07-09 21:22:49,Australian Dollar Rebounds from Multi-Year Lows
2015-07-09 18:32:35,Dollar Bounces in Thursday’s Trading
2015-07-07 18:04:26,Canadian Dollar Extends Monday’s Losses
2015-07-07 17:10:03,Dollar Reverses Monday’s Moves 8
2015-07-07 13:04:37,Growing Trade Deficit Doesn’t Slow Dollar Gains
2015-07-07 11:13:18,NZ Dollar Drops to Multi-Year Low vs. US Dollar
2015-07-06 20:30:51,Future Looks Bleak for Australian Dollar
2015-07-06 19:02:02,Dollar Has Limited Support from Safe-Haven Demand
2015-07-06 18:41:56,Canadian Dollar Sinks Together with Oil Prices
2015-07-03 22:42:14,Canadian Dollar Follows Crude Oil in Slump
2015-07-02 15:05:32,Dollar Softens After Employment Reports Disappoint
2015-06-30 12:03:42,"GBP Lower vs. USD &amp; JPY, Higher vs. EUR After Mixed Data c"
2015-06-30 00:32:54,Canadian Dollar Sinks with Oil Prices d
2015-06-26 14:12:04,NZ Dollar Goes Lower Even as Trade Surplus Widens
2015-06-25 21:57:36,Dollar Soft After US Data &amp; Greek Talks
2015-06-25 10:33:27,"Pound Steady vs. Dollar, Lower vs. Yen After Retail Sales Survey"
2015-06-24 10:34:40,Pound Gains on Dollar Ahead of US GDP Report 2
2015-06-24 10:20:59,"Yen Higher vs. Dollar, Falls vs. Euro"
2015-06-23 12:16:48,NZ Dollar Drops to -Year Low vs. US Dollar
2015-06-23 10:09:55,Australian Dollar Avoids Impact of Negative Domestic Data d
2015-06-20 14:49:08,Dollar Dips During Week of FOMC Decision
2015-06-19 12:11:21,Economic Data Helps US Dollar Recover from Dovish Fed 8
2015-06-18 15:30:27,Dollar Down After Fed Releases Dovish Statement U
2015-06-18 12:13:50,NZ Dollar Dips as Economic Growth Disappoints
2015-06-17 22:46:29,Dollar Down After Fed Releases Dovish Statement U
2015-06-17 12:54:09,US Dollar Pulls Back as Traders Await Fed Announcement
2015-06-16 13:49:55,Australian Dollar Attempts to Bounce
2015-06-16 11:10:30,US Dollar Gains as Traders Await Federal Reserve Meeting
2015-06-13 09:57:53,US Dollar Demonstrates Softness Ahead of Important Week C
2015-06-13 00:10:45,NZ Dollar Ends Week with Significant Losses as RBNZ Cuts Rate
2015-06-12 20:25:19,Dollar Halts Rally Despite Supportive Fundamentals 0Uu
2015-06-09 18:44:15,NZ Dollar Traders Near Opening Level
2015-06-09 17:52:40,Australian Dollar Falls as China’s Data Disappoints
2015-06-08 10:47:37,US Dollar Lower on Profit Taking; Dollar Index Still Higher
2015-06-05 20:55:35,"Sterling Drops vs. Dollar, Fares Better vs. Other Majors"
2015-06-05 17:18:30,Canadian Dollar Leaps as Employment Data Supports
2015-06-05 16:15:34,Stellar Non-Farm Payrolls Lead to Rally of US Dollar
2015-06-04 22:19:44,Dollar Firms Ahead of Non-Farm Payrolls
2015-06-03 10:43:33,US Dollar Regains Some Lost Ground
2015-06-02 12:47:59,Australian Dollar Moves Higher After RBA Policy Statement 02
2015-06-02 11:39:07,"US Dollar Struggles, Supporting Commodities"
2015-06-01 17:37:22,"EUR Slides vs. USD, Fares Better vs. Other Majors c"
2015-05-30 17:57:07,Canadian Dollar Demonstrates Weakness During Trading Week
2015-05-29 21:03:03,"Dollar Drops vs. Euro, Gains for Sixth Day vs. Pound &amp; Yen"
2015-05-29 10:10:51,NZD Touches Lowest Since vs. USD
2015-05-29 09:32:13,Canadian Dollar Firms by End of Thursday's Trading
2015-05-28 22:27:11,Dollar Softens After Mixed Data
2015-05-28 21:25:09,Canadian Dollar Firms by End of Thursday's Trading
2015-05-28 10:57:50,US Dollar Retreats From Recent Highs
2015-05-27 15:08:38,US Data Supports Upward Momentum of Dollar d
2015-05-27 10:53:24,Canadian Dollar Continues to Struggle
2015-05-26 22:16:45,US Data Supports Upward Momentum of Dollar d
2015-05-26 12:28:17,"NZD Falls vs. USD, Gains on Other Majors"
2015-05-25 16:17:54,"Yen Flat vs. Dollar After Trade Data, Gains on Euro"
2015-05-23 21:05:35,Dollar Ends Week with Impressive Gains
2015-05-21 22:07:54,Poor Data &amp; Fed's Minutes Discourage Traders from Buying USD
2015-05-20 11:44:24,Westpac's Report Doesn't Support Australian Dollar
2015-05-20 10:15:47,Canadian Dollar Falls as Oil Slides
2015-05-19 12:11:53,RBA Minutes Have Limited Impact on Australian Dollar
2015-05-19 10:55:32,US Dollar Strengthens on Likely Policy Divergence
2015-05-18 11:10:16,Rate Hike Speculation Helps Canadian Dollar
2015-05-18 10:42:12,Euro Slips Below 400 Against US Dollar
2015-05-16 15:48:52,Dollar Among Biggest Losers During Trading Week
2015-05-15 12:20:09,"Great Britain Pound Falls vs. Dollar, Retains Strength vs. Other Majors"
2015-05-14 19:42:06,Dollar's Down Move Regains Momentum
2015-05-14 19:07:44,Decline of Crude Oil Leads to Losses for Canadian Dollar 0
2015-05-14 10:37:48,Retail Sales Weigh on the US Dollar
2015-05-14 10:10:02,NZ Dollar Backs Off After Initial Rally
2015-05-13 13:54:13,New Zealand Dollar Rallies After Poor US Data
2015-05-12 14:33:40,New Zealand Dollar Struggles to Keep Gains 9
2015-05-12 10:25:11,US Dollar Consolidates as Forex Traders Look for Direction
2015-05-11 10:50:34,Employment Situation Weighs on Canadian Dollar u
2015-05-08 12:29:57,US Dollar Index Gains as Traders Await Jobs Report
2015-05-06 10:50:34,US Dollar Continues to Struggle After Disappointing Trade Data
2015-04-30 03:05:45,Dollar Stays Flat After Turbulent Trading
2015-04-29 16:56:55,NZ Dollar Recovers After Earlier Losses
2015-04-28 17:52:48,Dollar Loses Ground as Consumer Confidence Turns Sour
2015-04-28 17:03:30,Yuan Climbs vs. Dollar Despite Stimulus Speculations U
2015-04-28 11:04:47,Yen Attempts to Rally vs. Dollar Despite Credit Rating Cut
2015-04-28 04:01:04,Dollar Shows Weakness Ahead of Fed Meeting c
2015-04-27 15:56:01,NZ Dollar Gains During Monday
2015-04-27 10:35:36,Canadian Dollar Gains Ground Against Major Currencies
2015-04-25 14:21:03,"Dollar Ends Week Mixed, Remaining Weakest Currency in April"
2015-04-25 01:51:41,"EUR Ends Friday Higher vs. USD, Lower vs. GBP &amp; JPY"
2015-04-24 19:06:11,China's Central Bank Sets Yuan Higher vs. Dollar 1
2015-04-24 11:31:27,US Dollar Continues Its Slump
2015-04-23 13:53:05,Interest Rate Speculations Send NZ Dollar Tumbling
2015-04-23 11:18:13,Dollar Index Slips as Forex Traders Reset
2015-04-21 19:37:04,"Australian Dollar Falls After RBA Minutes, Drop Limited"
2015-04-21 16:49:20,Fundamental Factors Negative for Canadian Dollar
2015-04-20 15:47:55,NZ Dollar Unable to Rally
2015-04-20 11:06:33,Chinese Stimulus Helps Australian Dollar
2015-04-18 19:21:42,Dollar - Biggest Loser on FX Market During Trading Week
2015-04-17 19:31:10,"New post: Canadian Dollar Unable to Maintain Gains, Moves Below Opening"
2015-04-16 21:31:24,Post Edited: Dollar Under Pressure from Weak Economic Data
2015-04-15 16:26:07,Post Edited: Canadian Dollar Gains as BoC Puts Interest Rates on Hold D
2015-04-15 14:49:19,"New post: Australian Dollar Drops, Attempts to Pare Losses d"
2015-04-14 11:17:32,Post Edited: Dollar Index Pulls Back After Encountering Resistance
2015-04-14 10:22:03,Post Edited: Sterling Retains Monday's Gains vs. Dollar
2015-04-14 01:25:39,New post: Sterling Retains Monday's Gains vs. Dollar
2015-04-13 13:18:39,Post Edited: Yuan Drops as Trade Surplus Shrinks
2015-04-11 14:39:52,Post Edited: Dollar Regains Strength During Trading Week
2015-04-10 19:21:21,Post Edited: GBP/USD Hits Lowest Since June
2015-04-10 19:15:18,New post: GBP/USD Hits Lowest Since June
2015-04-10 12:25:17,New post: Dollar Index Continues Climb Toward
2015-04-10 02:06:05,Post Edited: Great Britain Pound Retains Weakness vs. Dollar &amp; Yen
2015-04-10 02:04:55,New post: Great Britain Pound Retains Weakness vs. Dollar &amp; Yen
2015-04-09 15:06:12,Post Edited: NZ Dollar Follows Aussie in Rally C
2015-04-09 12:34:06,New post: NZ Dollar Follows Aussie in Rally C
2015-04-09 12:19:27,New post: Oil Helps Canadian Dollar in Forex Trading
2015-04-09 12:14:58,New post: Australian Dollar Gets Boost from Fundamentals
2015-04-09 12:06:18,"Post Edited: Euro Loses Ground, Knocked Out by Dollar"
2015-04-09 12:05:18,Post Edited: Dollar Bounces After Fed Minutes
2015-04-08 23:45:47,"Post Edited: Euro Loses Ground, Knocked Out by Dollar"
2015-04-08 21:12:28,Post Edited: Dollar Bounces After Fed Minutes
2015-04-08 12:56:12,Post Edited: NZ Dollar Gains Ahead of Fed Minutes
2015-04-08 09:21:47,"Post Edited: Yen Rallies vs. Dollar, Unable to Gain on Other Peers"
2015-04-07 23:00:39,New post: Dollar Doesn't Give Up
2015-04-07 22:13:43,Post Edited: Australian Dollar Surges After RBA Refrains from Action C
2015-04-07 13:16:15,NZ Dollar Mixed amid Rebalancing D
2015-04-07 11:23:05,Canadian Dollar Continues to Log Gains
2015-04-06 19:08:49,Euro Retreats After Rally vs. Dollar
2015-04-04 17:10:37,Trading Week Ends on Sour Note for Dollar
2015-04-03 20:20:02,Weak Non-Farm Payrolls Hurt US Dollar
2015-04-02 13:43:49,NZ Dollar Demonstrates Strength vs. Rivals d
2015-04-02 13:04:22,Australian Dollar Sinks with Prices for Iron Ore
2015-04-02 00:33:11,Lackluster US Economic Indicators End Dollar's Rally
2015-03-31 20:28:58,"Canada's GDP Shrinks, Canadian Dollar Unfazed"
2015-03-31 15:39:49,"Australian Dollar Under Pressure, Attempts to Fight"
2015-03-30 23:04:46,"Euro Falls vs. Dollar, Resilient vs. Other Majors"
2015-03-30 22:16:25,Dollar Has Bullish Setup Ahead of NFP
2015-03-28 15:08:12,Dollar Fights Downside Pressure
2015-03-27 19:35:12,"Dollar Falls, Heads to Weekly Losses"
2015-03-26 18:53:01,Dollar Attempts Recovery
2015-03-26 12:58:22,NZ Dollar Endangered by US Data &amp; Market Sentiment
2015-03-26 11:23:31,"Pound Rallies vs. Dollar, Unable to Beat Other Currencies"
2015-03-25 13:54:01,NZ Dollar Bounce During European Session U9
2015-03-25 11:03:02,US Dollar Falls After Earlier Rally
2015-03-24 10:49:34,Higher Oil Helps Canadian Dollar
2015-03-24 10:32:37,US Dollar Falls as Rate Hike is Pushed Back
2015-03-23 11:44:58,Australian Dollar Continues to Move Higher
2015-03-21 12:23:18,Dollar Ends Its Long Stretch of Weekly Gains
2015-03-20 20:08:16,Dollar Broadly Lower During Friday's Trading
2015-03-18 19:54:24,Dollar Tumbles After Fed Drops Phrase 'Patience'
2015-03-18 12:26:38,NZ Dollar Pares Losses But Remains Vulnerable
2015-03-18 11:09:41,US Dollar Mixed; Dollar Index Lower
2015-03-16 19:01:56,"Canadian Dollar Rises a Little, Unable to Beat Euro 0"
2015-03-16 17:50:11,Dollar Comes Under Selling Pressure Ahead of Fed
2015-03-16 10:19:06,"Swiss Franc Falls vs. Euro, Gains on Dollar"
2015-03-13 15:13:05,"Yen Gains Against Major, Except for Dollar"
2015-03-13 11:00:00,Canadian Dollar Struggles Along With Oil
2015-03-13 10:39:32,US Dollar Resumes Its Rally
2015-03-12 10:32:09,Dollar Index Lower After Touching
2015-03-11 21:40:14,NZ Dollar Rebound After RBNZ Stays Put C
2015-03-11 13:30:11,"Australian Dollar Fails to Bounce, Plenty of Reasons to Extend Decline"
2015-03-11 10:44:54,US Dollar Continues to Surge
2015-03-10 15:11:25,NZ Dollar Lower Ahead of RBNZ Policy Statement
2015-03-09 19:55:53,"Euro Bounces vs. Dollar, Analysts Still Skeptical"
2015-03-09 13:07:05,NZ Dollar Unable to Post Gains
2015-03-06 16:06:22,"Canadian Dollar Drops vs. Greenback, Fares Better vs. Other Currencies"
2015-03-05 16:50:25,US Dollar Continues to Surge
2015-03-05 14:01:32,"BoE Provides No Surprises, GBP Higher vs. JPY, Lower vs. USD"
2015-03-04 20:52:25,"Poland's Central Bank Cuts Interest Rates, Zloty Weakens vs. Dollar C"
2015-03-04 11:11:21,US Dollar Continues Its Climb
2015-03-02 19:16:10,Positive Trade Data Doesn't Support NZ Dollar
2015-02-26 21:33:13,Rising CPI Doesn't Help Canadian Dollar
2015-02-26 11:11:34,Australian Dollar Reverses Thursday's Losses
2015-02-25 11:35:03,US dollar Continues to Struggle After Yesterday's Remarks From Yellen
2015-02-24 12:59:34,NZ Dollar Fails to Rally due to Inflation Eectations 8
2015-02-20 22:17:59,Dollar Ends Trading Mixed After Greek Debt Agreement
2015-02-20 11:36:18,Canadian Dollar Bounces Back After Earlier Losses
2015-02-17 13:28:09,US Dollar Trades Mixed as Dollar Index Falls
2015-02-16 17:12:00,Australian Dollar Hurt by Lackluster Motor Vehicle Sales
2015-02-16 16:39:25,NZ Dollar Gains on Positive Retail Sales Data
2015-02-14 21:11:09,Sterling Shows Strength vs. Dollar for Third Week 8u
2015-02-13 18:06:16,Canadian Dollar Gains for Second Day
2015-02-12 17:54:28,New Zealand Dollar Shows Resilience in Face of Poor Data
2015-02-12 11:35:05,US Dollar Heads Lower After Earlier Surge
2015-02-11 22:12:57,Canadian Dollar Attempts to Hold Ground Despite Falling Oil C
2015-02-10 14:15:00,"GBP Steady vs. USD, Rallies vs. JPY 0"
2015-02-10 12:50:40,US Dollar Index Heads Higher as Greek Drama Continues
2015-02-07 16:43:57,Mixed Week for US Dollar
2015-02-06 15:52:37,Excellent Employment Report Makes Canadian Dollar Stronger
2015-02-05 19:53:31,Dollar Broadly Lower After Mixed US Data
2015-02-05 13:05:23,Australian Dollar Resilient in Face of Negative Fundamentals 8
2015-02-04 19:01:39,Canadian Dollar Pares Tuesday's Gains
2015-02-04 11:55:52,US Dollar Index Pushes Higher 8
2015-02-04 11:47:02,New Zealand Dollar Gains on Employment &amp; Wheeler's Comments 8
2015-02-03 17:50:02,Plenty of Reasons for Canadian Dollar to Rally
2015-02-03 12:01:35,US Dollar Drops After Disappointing Data
2015-01-30 14:43:17,New Lows for Canadian Dollar
2015-01-29 12:13:33,Aussie Falls to Lowest since vs. US Dollar
2015-01-28 22:27:19,Dovish RBNZ Statement Sends NZ Dollar Down
2015-01-28 20:24:11,Dollar Rises Even as Fed Talks About Patience
2015-01-27 14:35:29,"Pound Drops After GDP Disappoints, Resilient vs. Dollar"
2015-01-23 12:48:33,"GBP Highest Since vs. EUR, Weakest Since vs. USD"
2015-01-22 15:05:47,NZ Dollar Extends Decline for Third Session
2015-01-21 14:49:07,Pound Drops as BoE Minutes Show Unanimous Vote
2015-01-21 03:38:50,New Zealand Dollar Fragile After Disappointing CPI
2015-01-19 14:03:26,Forecast: US Dollar in
2015-01-14 13:18:44,Oil Prices Continue Drag on Canadian Dollar
2015-01-09 00:13:37,Canadian Dollar Mixed During Early Friday's Trading
2015-01-08 16:30:40,"Australian Dollar Jumps, Supported by Economic Data"
2015-01-07 11:34:21,US Dollar Continues to Strengthen d1
2015-01-06 17:40:03,GBP/USD Drops to New Low on Services PMI
2015-01-06 02:26:29,Australian Dollar Gains on Trade Balance &amp; China's Data u
2015-01-02 14:43:24,Malaysian Ringgit Dragged Down by Oil Prices &amp; Strong Dollar
2015-01-02 14:07:19,Pound Drops to Lowest Since August vs. Dollar
2014-12-30 16:10:19,Consumer Confidence Not Enough for the US Dollar
2014-12-30 04:33:52,"Israel's Central Bank Maintain Key Interest Rate, Shekel Down vs. Dollar"
2014-12-30 03:35:47,Dollar Gains on Euro for Third Session
2014-12-29 12:16:52,Indian Rupee Drops due to Year-End Dollar Buying
2014-12-27 16:49:50,Dollar Retains Strength During Quiet Trading Week U
2014-12-24 21:36:45,"Dollar Remains Below Opening Level, Losses Limited"
2014-12-24 02:28:32,"Dollar Backs Off Following Gains, Remains Strong"
2014-12-23 11:40:27,US Dollar Trades Mixed in Sign of What Could Come in u
2014-12-22 10:46:22,Taiwan Dollar Unable to Hold Ground vs. US Counterpart
2014-12-20 10:17:02,Dollar Ends Last FOMC Week in on Strong Note
2014-12-19 13:49:15,Yen Drops as BoJ Keeps Stimulus Unchanged
2014-12-17 22:24:29,"CAD Ignores Negative Domestic Fundamentals, Unable to Outperform USD 9"
2014-12-17 20:59:54,Dollar's Drop After FOMC Meeting Short-Lived
2014-12-17 06:51:02,Dollar Bounces After Decline
2014-12-16 09:57:18,Australian Dollar Mixed After RBA Minutes
2014-12-15 21:08:21,"Dollar Gains vs. Major, Unable to Beat Yen C"
2014-12-13 17:10:38,"Dollar Loses Bullish Momentum, Falling Over Week"
2014-12-11 09:03:28,Australian Dollar Retreats After Rally
2014-12-11 06:52:08,NZ Dollar Rallies as RBNZ Promises Interest Rate Hikes
2014-12-09 11:31:30,US Dollar Mostly Lower on Profit Taking and Consolidation
2014-12-06 05:03:51,"CAD Touches Lowest Since vs. USD, Gains vs. EUR &amp; JPY"
2014-12-06 03:58:59,Dollar Settles Higher After Impressive NFP
2014-12-05 11:52:17,US Dollar Index Continues to Climb
2014-12-05 01:37:40,Canadian Dollar Turns Down
2014-12-04 11:51:32,Australian Dollar Dips as Fundamentals Fail to Support 12
2014-12-03 21:23:04,US Economic Indicators Remain Beneficial for Dollar
2014-12-03 03:02:18,AUD Drops to Lowest Since vs. USD
2014-12-03 01:54:40,"Pound Drops vs. Dollar, Holds Ground vs. Other Peers"
2014-12-02 18:36:35,Mexican Peso Weakens Below per Dollar
2014-12-02 11:51:44,US Dollar Eected to Strengthen on Currency Wars C
2014-11-29 09:58:03,Dollar Caps Mixed Week &amp; Good Month c
2014-11-29 01:04:34,"EUR/USD Ends Friday with Losses, EUR/GBP &amp; EUR/JPY Rally"
2014-11-28 15:39:28,NZ Dollar Trims Losses
2014-11-28 13:30:48,US Dollar Index Gains Ground as Commodities Fall
2014-11-27 17:58:00,Canadian Dollar Sinks After OPEC Meeting d
2014-11-26 15:56:24,Taiwan Dollar Joins Yen in Rally
2014-11-25 13:44:16,NZ Dollar Sinks as Inflation Eectations Deteriorate
2014-11-25 12:22:33,US Dollar Higher Against European Currencies
2014-11-24 15:18:28,"NZD Fails to Rally vs. USD, Keeps Gains vs. JPY C"
2014-11-19 14:56:41,"NZ Dollar Fall on Risk-Off Sentiment, Bounces"
2014-11-19 11:25:44,"US Dollar Slightly Lower, But Firm"
2014-11-18 11:47:25,"US Dollar Pulls Back, Consolidating After Recent Rally"
2014-11-18 11:22:26,"Loonie Trades Mixed, but Higher Against the US Dollar"
2014-11-17 11:50:09,US Dollar Mostly Higher After Wild Morning
2014-11-14 11:19:35,US Dollar Surges Higher Overnight
2014-11-13 11:32:41,Canadian Dollar Holds to Gains
2014-11-12 12:01:41,US Dollar Maintains a Firm Undertone
2014-11-07 11:28:43,US Dollar Moderates a Bit
2014-11-06 11:49:47,US Dollar Settles Down
2014-11-05 11:59:33,US Dollar Surges Following US Midterm Elections
2014-11-04 11:36:34,"US Dollar Falls Back, Consolidating Against Major Currencies"
2014-10-30 10:29:32,Canadian Dollar Trades Mixed Against Major Counterparts
2014-10-29 10:27:56,"Euro Trades Down Against US Dollar, Japanese Yen"
2014-10-23 10:49:25,Dollar Index Heads Lower After Bouncing Earlier
2014-10-22 10:33:10,US Dollar Gains Ground on Risk Aversion
2014-10-20 10:49:52,Dollar Drops on Rate Hike Speculation
2014-10-16 10:25:25,Oil Weighs Heavily on Canadian Dollar c1
2014-10-15 10:52:03,Dollar Builds on Gains Against European Currencies
2014-09-29 10:48:00,US Dollar Strengthens on Uncertainty and Unrest
2014-09-23 11:13:34,US Dollar Pauses for Breather
2014-09-19 01:06:13,US Economic Indicators Lead to Mixed Performance of USD
2014-09-18 05:07:16,"Dollar Rallies After Fed Meeting, Keeps Gains 9"
2014-09-17 10:51:10,Dollar Consolidating Ahead of FOMC
2014-09-17 02:37:21,NZ Dollar Reverses Gains as Current-Account Deficit Widens
2014-09-17 02:00:53,Canadian Dollar Keeps Huge Gains
2014-09-16 02:46:18,Dollar Backs Off After Mixed Data
2014-09-14 06:02:26,Dollar Retains Strength Ahead of FOMC Week
2014-09-12 23:58:24,Interest Rate Hike Bets Continue to Support Dollar
2014-09-12 17:26:54,"USD Rises vs. JPY on Economic Data, Loses Ground to EUR &amp; GBP"
2014-09-12 17:04:19,NZ Dollar Ends Week Very Soft
2014-09-11 10:19:22,Canadian Dollar Pulls Back a Bit After Housing Starts Data
2014-09-10 23:16:42,Interest Rate Hike Bets Continue to Support Dollar
2014-09-10 12:28:22,NZ Dollar Weaker Ahead of RBNZ Meeting
2014-09-10 11:55:01,Australian Dollar Makes Way Lower with Consumer Sentiment
2014-09-10 03:01:19,"Canadian Dollar Bounces, Rises for Third Session vs. Yen d"
2014-09-09 11:57:52,Indian Rupee Loses Value vs. Dollar
2014-09-09 10:49:43,US Dollar Index Holds to Gains
2014-09-08 18:27:26,"NZD/USD Falls due to Monetary Policy Outlook, NZD/JPY Rallies d"
2014-09-07 22:22:19,Can Dollar Maintain Rally Over Next Week? 0
2014-09-05 19:25:18,"NFP Make Nasty Surprise for Dollar Bulls, USD Halts Rally ud0"
2014-09-05 12:25:46,"JPY Bounces After Touching Six-Year Low vs. USD, Loses Ground to EUR"
2014-09-04 23:48:20,Dollar Holds onto Massive Gains
2014-09-04 14:06:03,"Yen Recovers After BoJ, Remains Soft vs. Dollar"
2014-09-04 10:48:16,Policy Eectations Boost US Dollar Index
2014-09-03 10:26:03,Dollar Pulls Back After Initial Gains d
2014-09-02 16:39:06,Fundamentals Play Against New Zealand Dollar
2014-09-02 10:34:18,QE Speculation Weighs on EUR/USD 2
2014-09-02 04:42:44,Fed Policy Outlook Continues to Support US Dollar
2014-09-02 03:27:56,Fed Policy Outlook Continues to Support of US Dollar
2014-09-01 15:46:58,USD/RUB Reaches Record High on Sanctions Worries
2014-09-01 15:04:44,"Dollar Gains on Domestic Data, Loses Ground vs. Yen"
2014-08-29 15:32:33,"AUD Falls vs. USD, Holds Ground vs. JPY"
2014-08-28 23:21:02,"Dollar Gains on Domestic Data, Loses Ground vs. Yen"
2014-08-28 15:17:24,Taiwan Dollar Gains on Capital Inflows
2014-08-28 15:05:22,"Ringgit Retreats vs. Dollar, Retains Optimistic Prospects"
2014-08-28 12:09:23,Canadian Dollar Retains Strength
2014-08-28 11:21:36,Canadian Dollar Retain Strength
2014-08-28 00:45:05,Dollar Halts Rally as Traders Trim ECB Easing Bets
2014-08-27 22:30:12,NZ Dollar Gains on Fonterra Dairy Price Forecast
2014-08-27 12:06:39,NZ Dollar Gains on Fonterra Dairy-Price Forecast
2014-08-27 11:45:21,EUR/USD Touches New Low on German Consumer Sentiment
2014-08-26 12:13:15,NZD/USD Falls to Lowest Since February on Trade Deficit
2014-08-25 21:47:11,Dollar Pares Gains After Opening Sharply Higher
2014-08-23 14:43:27,US Policy Outlook Spurs Dollar to Weekly Gains
2014-08-22 02:49:06,US Data Keeps Dollar Strong
2014-08-20 23:21:47,FOMC Minutes Lead to Massive Gains for Dollar
2014-08-20 12:56:38,US Housing Market Leads to Gain of USD/KRW
2014-08-19 19:37:31,"Swissie Drops vs. Dollar, Gains vs. Euro"
2014-08-19 12:26:19,EUR/USD Heads Lower on Eurozone Outlook
2014-08-14 13:42:45,US Dollar Index Drops as Correction Comes
2014-08-08 13:08:35,Dollar Index Drops on Profit Taking and Consolidation
2014-08-01 13:46:43,"Dollar Index Slips, but Could Strengthen Again"
2014-08-01 12:32:38,Yuan Falls vs. Dollar Even as Chinese Manufacturing Accelerates
2014-07-31 21:41:20,USD/CAD Retreats After Touching Highest in Month
2014-07-30 15:23:19,Data from United States Undermines Canadian Dollar
2014-07-30 14:10:37,US Dollar Continues to Gain on Fed Speculation
2014-07-30 13:46:01,Euro Slips Below 400 Against the US Dollar
2014-07-30 08:42:29,"NZ Dollar Gains with Building Permits, Remains Under Pressure"
2014-07-29 15:15:42,Hawkish Fed Sends Dollar Higher Against Counterparts
